               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                  82,              1.2387,              1.4098,              1.4197,                0.71,             0.57873,             0.64136,             0.48028,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,              1.2258,              1.3937,              1.4177,             0.71174,             0.57868,             0.64256,             0.48123,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,               1.219,              1.3793,              1.4085,             0.71357,             0.58018,             0.64351,             0.48239,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,              1.2348,              1.2797,               1.466,             0.71848,             0.57886,             0.64563,             0.48396,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,              1.2243,              1.2678,              1.4743,             0.72211,             0.57818,             0.64719,             0.48537,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                  87,              1.2053,              1.2387,              1.4524,             0.71752,             0.58352,             0.64822,             0.48641,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,               1.202,              1.2236,              1.4561,             0.71916,              0.5843,             0.64963,             0.48759,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,              1.1984,              1.2232,              1.4585,             0.71901,             0.58608,             0.65104,             0.48892,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,              1.1954,              1.2074,              1.4543,             0.72222,             0.58681,             0.65257,             0.49026,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,              1.1839,              1.1695,              1.4366,             0.71464,             0.59201,             0.65361,             0.49118,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,              1.1779,              1.1773,              1.4371,             0.71558,             0.59361,             0.65522,             0.49279,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,              1.1635,              1.1473,              1.4335,             0.71528,             0.59535,             0.65625,             0.49362,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,              1.1706,              1.1335,              1.4322,             0.71658,             0.59696,             0.65744,             0.49458,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,              1.1566,              1.1059,              1.4206,             0.71161,             0.60162,             0.65859,             0.49557,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,              1.1488,              1.0978,              1.4157,             0.71246,             0.60291,             0.65985,             0.49685,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,              1.1388,              1.0791,               1.416,             0.71341,             0.60379,             0.66066,              0.4976,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,              1.1351,              1.0646,              1.4097,             0.71524,             0.60426,             0.66165,             0.49853,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,              1.1293,              1.0515,              1.4067,             0.72078,             0.60267,             0.66294,             0.49934,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
                  99,              1.1293,              1.0515,              1.4067,             0.71967,             0.60324,             0.66701,             0.49956,                   0,                   0,                   0,            0.000298,            0.000298,            0.000298
